nr;id;debitorennummer;anrede;vorname;name;firma;strasse;plz;ort;bereich;telefon;mobil;email;typ;beschriftung;
7602;3658;;;;;Astrid-Lindgren-Schule;Friedrich-Ebert-Straße 25;34266;Niestetal;;;;;Schule_firmen;;
7603;3660;;;;;Grundschule Hoof;Wahlgemeinde 19;34270;Schauenburg;;056012250;;;Schule_firmen;;
7604;3663;;;;;Johann-Friedrich-Krause-Schule;Leckenweg;34270;Schauenburg;;;;;Schule_firmen;;
7605;3664;;;;;Grundschule Am Lindenplatz;Kasseler Str.10;34277;Fuldabrück;;05615851234;;;Schule_firmen;;
7606;3666;;;;;Hermann-Schafft-Schule;Obere Feldstraße 11;34277;Fuldabrück;;;;;Schule_firmen;;
7607;3667;;;;;Grundschule Gudensberg;Holzweg 20;34281;Gudensberg;;056032158;;;Schule_firmen;;
7608;3668;;;;;Grundschule Obervorschütz;Burggraben 1;34281;Gudensberg;;056032338;;;Schule_firmen;;
7609;3672;;;;;Bärenbergschule;Malsburger Straße 5;34289;Zierenberg;;;;;Schule_firmen;;
7610;3671;;;;;Bärenberg-Grundschule;Malsburger Straße 5;34289;Zierenberg;;056061710;;;Schule_firmen;;
7611;3673;;;;;Fritz-Hufschmidt-Schule;Neißer Strasse  1;34289;Zierenberg;;;;;Schule_firmen;;
7612;3674;;;;;Grundschule Heckershausen;An der Ahna 9;34292;Ahnatal;;056092505;;;Schule_firmen;;
7613;3676;;;;;Helfensteinschule;Schulstraße 12;34292;Ahnatal-Weimar;;;;;Schule_firmen;;
7614;3677;;;;;Bilsteinschule Besse;Klapperweg 30;34295;Edermünde;;;;;Schule_firmen;;
7615;3679;;;;;Schäferland-Schule;Schulstraße 10;34298;Helsa;;;;;Schule_firmen;;
7616;3680;;;;;Eschenwaldschule;An der langen Wiese 11-13;34298;Helsa;;;;;Schule_firmen;;
7617;3681;;;;;Grundschule Guxhagen;Schöne Aussicht;34302;Guxhagen;;056653631;;;Schule_firmen;;
7618;3683;;;;;Louise-Schröder-Schule;Friedensstraße 28;34305;Niedenstein;;;;;Schule_firmen;;
7619;3684;;;;;Grundschule Balhorn;Siedlungstraße 32;34308;Bad Emstal;;05625836;;;Schule_firmen;;
7620;3686;;;;;Elbetalschule;Am Kuhberg  13;34311;Naumburg;;;;;Schule_firmen;;
7621;3687;;;;;Grundschule Hohenkirchen;Schulweg 5;34314;Espenau;;056731411;;;Schule_firmen;;
7622;3688;;;;;Grundschule Mönchehof;Hinter dem Hagen 21;34314;Espenau;;056731460;;;Schule_firmen;;
7623;3689;;;;;Grundschule Espenau;Goethestraße 9;34314;Espenau;;;;;Schule_firmen;;
7624;3690;;;;;Grundschule Habichtswald;Schulweg 12;34317;Habichtswald;;056069681;;;Schule_firmen;;
7625;3693;;;;;Schule im Erlenhof;Oderweg 7;34317;Habichtswald;;;;;Schule_firmen;;
7626;3691;;;;;Grundschule Habichtswald-Ehlen;Oderweg 7;34317;Habichtswald;;056069550;;;Schule_firmen;;
7627;3694;;;;;Grundschule Söhrewald;Schulstraße 6;34320;Söhrewald;;056081504;;;Schule_firmen;;
7628;3696;;;;;Astrid-Lindgren-Schule;Schulstraße 21;34323;Malsfeld;;;;;Schule_firmen;;
7629;3697;;;;;Georg-August-Zinn-Schule Altmorschen;Jägerpfad 7;34326;Morschen;;;;;Schule_firmen;;
7630;3698;;;;;Grundschule Körle;Am Eselspfade 4;34327;Körle;;0566530441;;;Schule_firmen;;
7631;3700;;;;;Grundschule Nieste;Witzenhäuser Straße 44;34329;Nieste;;056053511;;;Schule_firmen;;
7632;3702;;;;;Lucas-Lossius-Schule;Graseweg 1;34359;Reinhardshagen;;;;;Schule_firmen;;
7633;3705;;;;;Grundschule zur Friedenseiche Hombressen;Am Sportplatz 1;34369;Hofgeismar;;;;;Schule_firmen;;
7634;3703;;;;;Grundschule Hombressen;Am Sportplatz 1;34369;Hofgeismar;;056712778;;;Schule_firmen;;
7635;3704;;;;;Wiesenbergschule;Schulstraße 11;34369;Hofgeismar;;;;;Schule_firmen;;
7636;3706;;;;;Würfelturmschule;Unterer Graben  18;34369;Hofgeismar;;;;;Schule_firmen;;
7637;3707;;;;;Grundschule Immenhausen;Immenhäuser Straße 24;34376;Immenhausen;;05673911408;;;Schule_firmen;;
7638;3709;;;;;Mittelpunktschule Wilhelmsthal;Weserstraße 9;34379;Calden;;;;;Schule_firmen;;
7639;3710;;;;;Sieburgschule;Carlstr. 27;34385;Bad Karlshafen;;;;;Schule_firmen;;
7640;3711;;;;;Grundschule Diemelaue;Zur Abgunst;34388;Trendelburg;;;;;Schule_firmen;;
7641;3712;;;;;Burgbergschule;Hofgeismarer Straße  9;34393;Grebenstein;;;;;Schule_firmen;;
7642;3713;;;;;Diemeltalschule;Am Anhaltsberg 1;34396;Liebenau;;;;;Schule_firmen;;
7643;3714;;;;;Grundschule Oberweser;Jahnstraße 15;34399;Oberweser;;05572341;;;Schule_firmen;;
7644;3716;;;;;Grundschule am Kump;Am Markt 10;34454;Bad Arolsen;;05696201;;;Schule_firmen;;
7645;3719;;;;;Grundschule Neuer Garten in Bad Arolsen;Zolderstraße 4;34454;Bad Arolsen;;;;;Schule_firmen;;
7646;3717;;;;;Grundschule Bad Arolsen;Zolderstraße 4;34454;Bad Arolsen;;056911221;;;Schule_firmen;;
7647;3718;;;;;Grundschule Helsen;Professor-Bier-Straße 53;34454;Bad Arolsen;;056913993;;;Schule_firmen;;
7648;3722;;;;;Nicolai-Schule Mengeringhausen;Schulstraße  4;34454;Bad Arolsen;;;;;Schule_firmen;;
7649;3723;;;;;Grundschule Ippinghausen;Korbacher Straße 27;34466;Wolfhagen;;056928486;;;Schule_firmen;;
7650;3725;;;;;Mittelpunktschule Erpetal;Schulstraße 10;34466;Wolfhagen-Wenigenhasungen;;;;;Schule_firmen;;
7651;3726;;;;;Grundschule Wolfhagen;Ippinghäuser Straße 13;34466;Wolfhagen;;;;;Schule_firmen;;
7652;3727;;;;;Grundschule Villa R in Volkmarsen;Schulstraße 2;34471;Volkmarsen;;;;;Schule_firmen;;
7653;3728;;;;;Grundschule Wrexen;Schulstraße 10;34474;Diemelstadt;;056428490;;;Schule_firmen;;
7654;3730;;;;;Schlossbergschule Rhoden;Walme 5-7;34474;Diemelstadt;;;;;Schule_firmen;;
7655;3731;;;;;Grundschule Berndorf;Jahnstraße 1;34477;Twistetal;;056318157;;;Schule_firmen;;
7656;3732;;;;;Grundschule Twiste;Kirchweg 8;34477;Twistetal;;05695426;;;Schule_firmen;;
7657;3735;;;;;Mittelpunktschule Braunsberg;Schulstraße 10;34479;Breuna;;;;;Schule_firmen;;
7658;3736;;;;;Grundschule Eppe;Herrenlose 1;34497;Korbach;;05636392;;;Schule_firmen;;
7659;3738;;;;;Astrid-Lindgren-Schule;Upländer Straße 31;34497;Korbach;;;;;Schule_firmen;;
7660;3737;;;;;Grundschule Rhena;Upländer Straße 31;34497;Korbach;;0563165120;;;Schule_firmen;;
7661;3739;;;;;Berliner Schule;Karpatenstraße  16;34497;Korbach;;;;;Schule_firmen;;
7662;3740;;;;;Westwallschule;Westwall 24;34497;Korbach;;;;;Schule_firmen;;
7663;3742;;;;;Schule Marker Breite;Marker Breite 16;34497;Korbach;;;;;Schule_firmen;;
7664;3743;;;;;Humboldt-Schule;Humboldtstraße  5;34497;Korbach;;;;;Schule_firmen;;
7665;3745;;;;;Diemeltalschule;Schulstraße  2;34508;Willingen;;;;;Schule_firmen;;
7666;3744;;;;;Grundschule Usseln;Schulstraße 2;34508;Willingen;;056327047;;;Schule_firmen;;
7667;3746;;;;;Grundschule Freienhagen;Akazienweg 4;34513;Waldeck;;05634526;;;Schule_firmen;;
7668;3747;;;;;Grundschule Höringhausen;Hauptstraße 41;34513;Waldeck;;05634554;;;Schule_firmen;;
7669;3748;;;;;Grundschule Waldeck;Schulstraße 28;34513;Waldeck;;056235337;;;Schule_firmen;;
7670;3752;;;;;Mittelpunktschule Sachsenhausen;Werbaer Straße  4;34513;Waldeck;;;;;Schule_firmen;;
7671;3753;;;;;Ederseeschule Herzhausen;Am Frankenberg 3;34516;Vöhl;;;;;Schule_firmen;;
7672;3755;;;;;Mittelpunktschule Adorf;Dansenberg 28;34519;Diemelsee;;;;;Schule_firmen;;
7673;3756;;;;;Grundschule Breiter Hagen;Breiter Hagen 3;34537;Bad Wildungen;;056212081;;;Schule_firmen;;
7674;3757;;;;;Grundschule Helenental;Helenenquellenweg 4;34537;Bad Wildungen;;;;;Schule_firmen;;
7675;3758;;;;;Auenbergschule Odershausen;Marburger Straße 9;34537;Bad Wildungen;;;;;Schule_firmen;;
7676;3760;;;;;Grundschule Edertal;Anraffer Straße 3;34549;Edertal;;056234898;;;Schule_firmen;;
7677;3765;;;;;Regenbogenschule Fritzlar;Auf Der Bösen Hecke 1;34560;Fritzlar;;;;;Schule_firmen;;
7678;3762;;;;;Grundschule Züschen/Lohne;Auf der Bösen Hecke 1;34560;Fritzlar;;056222507;;;Schule_firmen;;
7679;3763;;;;;Schule an den Türmen;Neustädter Straße 15;34560;Fritzlar;;;;;Schule_firmen;;
7680;3764;;;;;Schule zum Obersten Holz Obermöllrich;Jahnstraße 8;34560;Fritzlar;;;;;Schule_firmen;;
7681;3769;;;;;Schule am Tor;Geysostraße 2;34582;Borken(Hessen);;;;;Schule_firmen;;
7682;3770;;;;;Grundschule Kleinenglis;Teichstraße 16;34582;Borken (Hessen);;;;;Schule_firmen;;
7683;3771;;;;;Grundschule Am Kirschberg;Stadtacker 5;34587;Felsberg;;056623777;;;Schule_firmen;;
7684;3773;;;;;Heiligenbergschule Gensungen;Beuernsche Straße 38;34587;Felsberg;;;;;Schule_firmen;;
7685;3774;;;;;Grundschule Falkenberg;Melsunger Straße 28;34590;Wabern;;056831000;;;Schule_firmen;;
7686;3776;;;;;Schule am Reiherwald;Landgrafenstraße 39;34590;Wabern;;;;;Schule_firmen;;
7687;3777;;;;;Grundschule Rengshausen;Am Schulpark 1;34593;Knüllwald;;056851400;;;Schule_firmen;;
7688;3778;;;;;Berlin-Tiergarten-Schule Remsfeld;Knüllweg 4;34593;Knüllwald;;;;;Schule_firmen;;
7689;3780;;;;;Altenburgschule;Kasseler Straße;34596;Bad Zwesten;;;;;Schule_firmen;;
7690;3781;;;;;Grundschule Zimmersrode;Schulstraße 9;34599;Neuental;;06693433;;;Schule_firmen;;
7691;3783;;;;;Grundschule Schwalmstadt-Allendorf;Lacheweg 10;34613;Schwalmstadt;;0669122522;;;Schule_firmen;;
7692;3787;;;;;Brüder-Grimm-Schule;Lacheweg 10;34613;Schwalmstadt;;;;;Schule_firmen;;
7693;3784;;;;;Grundschule Wiera;Sportweg 3;34613;Schwalmstadt;;066928180;;;Schule_firmen;;
7694;3789;;;;;Ziegenhainer Grundschule am Alleeplatz;Steinweg 4;34613;Schwalmstadt;;;;;Schule_firmen;;
7695;3785;;;;;Ziegenhainer Grundschule;Steinweg 4;34613;Schwalmstadt;;066913286;;;Schule_firmen;;
7696;3788;;;;;Grenzebachschule Niedergrenzebach;Schulstraße 8;34613;Schwalmstadt;;;;;Schule_firmen;;
7697;3791;;;;;Grundschule Großropperhausen;Schulstraße 5;34621;Frielendorf;;056847630;;;Schule_firmen;;
7698;3792;;;;;Ohetalschule Verna;Welcheroder Straße 17;34621;Frielendorf;;;;;Schule_firmen;;
7699;3793;;;;;Palmbergschule;Nelkenstraße 23;34621;Frielendorf;;;;;Schule_firmen;;
7700;3794;;;;;Kleeblattschule;An der Schule 5;34621;Frielendorf;;;;;Schule_firmen;;
7701;3795;;;;;Ahornschule Großropperhausen;Schulstraße 17;34621;Frielendorf;;;;;Schule_firmen;;
7702;3796;;;;;Grundschule Riebelsdorf;Ziegenhainer Straße 12;34626;Neukirchen;;066941500;;;Schule_firmen;;
7703;3797;;;;;Grundschule Seigertshausen;Hauptstraße 2;34626;Neukirchen;;066947098;;;Schule_firmen;;
7704;3800;;;;;Astrid-Lindgren-Schule Neukirchen;Schulrat-Vonholdt-Weg;34626;Neukirchen;;;;;Schule_firmen;;
7705;3801;;;;;Grundschule Malerdorf;Prof.-Carl-Bantzer-Str. 18;34628;Willingshausen;;06697576;;;Schule_firmen;;
7706;3802;;;;;Grundschule Wasenberg;Homberger Straße 11;34628;Willingshausen;;0669120320;;;Schule_firmen;;
7707;3803;;;;;Grundschule zum Wipperstein Merzhausen;Röllshäuser Straße 6;34628;Willingshausen;;06697406;;;Schule_firmen;;
7708;3806;;;;;Rotkäppchen-Schule Loshausen;Kasseler Straße 27;34628;Willingshausen;;;;;Schule_firmen;;
7709;3808;;;;;Hochlandschule Gilserberg;Bahnhofstraße 40 A;34630;Gilserberg;;;;;Schule_firmen;;
7710;3809;;;;;Kellerwald-Schule;Schulstraße;34632;Jesberg;;;;;Schule_firmen;;
7711;3810;;;;;Wilhelm-Schäfer-Schule;Das Hohe Feld 2;34633;Ottrau;;;;;Schule_firmen;;
7712;3811;;;;;Grundschule Schrecksbach;Feldweg 1;34637;Schrecksbach;;06698297;;;Schule_firmen;;
7713;3814;;;;;Knüllköpfchenschule;Schulstraße 9;34639;Schwarzenborn;;;;;Schule_firmen;;
7714;3816;;;;;Emil-von-Behring-Schule;Sybelstraße 9;35037;Marburg;;;;;Schule_firmen;;
7715;3818;;;;;Theodor-Heuss-Schule - Europaschule;Willy-Mock-Straße 12;35037;Marburg;;;;;Schule_firmen;;
7716;3819;;;;;Brüder-Grimm-Schule;Alter Kirchhainer Weg 8;35039;Marburg;;;;;Schule_firmen;;
7717;3820;;;;;Gerhart-Hauptmann-Schule;Gerhart-Hauptmann-Straße 1-3;35039;Marburg;;;;;Schule_firmen;;
7718;3821;;;;;Geschwister-Scholl-Schule Marburg;Geschwister-Scholl-Straße 30;35039;Marburg;;;;;Schule_firmen;;
7719;3822;;;;;Astrid-Lindgren-Schule Marburg;Sudetenstraße 35;35039;Marburg;;;;;Schule_firmen;;
7720;3826;;;;;Montessorischule;Oberweg 41;35041;Marburg;;;;;Schule_firmen;;
7721;3827;;;;;Grundschule Elnhausen;Sankt-Florian-Straße 13;35041;Marburg;;;;;Schule_firmen;;
7722;3828;;;;;Grundschule Marbach;Haselhecke 15-17;35041;Marburg;;;;;Schule_firmen;;
7723;3823;;Frau;;Stauber;;Haselhecke 15-17;35041;Marburg;;0642131867;;;Schule_personen;;
7724;3824;;Frau;;Wennerhold;;Birkenstraße 10;35041;Marburg;;064207823;;;Schule_personen;;
7725;3829;;;;;Grundschule Michelbach;Birkenstraße 10;35041;Marburg;;;;;Schule_firmen;;
7726;3830;;;;;Waldschule Wehrda;Lärchenweg 29;35041;Marburg;;;;;Schule_firmen;;
7727;3825;;Frau;;Hachenberg;;Wehrshäuser Straße 2;35041;Marburg;;0642135121;;;Schule_personen;;
7728;3831;;;;;Grundschule Wehrshausen;Wehrshäuser Straße 2;35041;Marburg;;;;;Schule_firmen;;
7729;3834;;;;;Erich Kästner-Schule;Paul-Natorp-Straße 9 - 11;35043;Marburg;;;;;Schule_firmen;;
7730;3835;;;;;Grundschule Cyriaxweimar;Cyriaxstraße 1;35043;Marburg;;;;;Schule_firmen;;
7731;3832;;Frau;;Gerber;;Cyriaxstraße 1;35043;Marburg;;0642131483;;;Schule_personen;;
7732;3833;;Frau;;Weßnat-Koch;;Minksweg 19-21;35043;Marburg;;064241554;;;Schule_personen;;
7733;3836;;;;;Tausendfüßler-Schule Schröck;Minksweg 19 - 21;35043;Marburg;;;;;Schule_firmen;;
7734;3837;;;;;Grundschule Geismar;Schulstraße 7;35066;Frankenberg/Eder;;064519453;;;Schule_firmen;;
7735;3839;;;;;Grundschule Röddenau;Hainer Weg  15;35066;Frankenberg;;;;;Schule_firmen;;
7736;3840;;;;;Ortenbergschule;Am Ortenberg 3;35066;Frankenberg;;;;;Schule_firmen;;
7737;3841;;;;;Wigand-Gerstenberg-Schule;Wigand-Gerstenberg-Straße 55;35066;Frankenberg;;;;;Schule_firmen;;
7738;3842;;;;;Regenbogen-Schule;Marburger Straße  23 A;35066;Frankenberg;;;;;Schule_firmen;;
7739;3844;;;;;Grundschule Mornshausen;Siedlungsstraße 7;35075;Gladenbach;;;;;Schule_firmen;;
7740;3843;;Frau;;Fußmann;;Siedlungsstraße 7;35075;Gladenbach;;06462912140;;;Schule_personen;;
7741;3845;;;;;Adolph-Diesterweg-Schule Weidenhausen;Himrichsweg 1;35075;Gladenbach;;;;;Schule_firmen;;
7742;3847;;Frau;;Rink;;Bilzenweg 2;35080;Bad Endbach-Bottenhorn;;064645315;;poststelle@grundschule.bottenhorn.schulverwaltung.hessen.de;Schule_personen;;
7743;3848;;;;;Grundschule am Lindenbaum Bottenhorn;Bilzenweg 2;35080;Bad Endbach;;;;;Schule_firmen;;
7744;3849;;;;;Berglandschule Bad Endbach;Sebastian-Kneipp-Straße 4;35080;Bad Endbach;;;;;Schule_firmen;;
7745;3850;;;;;Mittelpunktschule Hartenrod;Am Loh 12;35080;Bad Endbach;;;;;Schule_firmen;;
7746;3853;;;;;Burgwaldschule Wetter;Amönauer Straße 8;35083;Wetter;;;;;Schule_firmen;;
7747;3852;;Frau;;Bender;;Raiffeisenstraße 6;35083;Wetter;;064236214;;;Schule_personen;;
7748;3854;;;;;Grundschule Amönau;Raiffeisenstraße 6;35083;Wetter;;;;;Schule_firmen;;
7749;3859;;;;;Regenbogenschule Ebsdorf-Leidenhofen;Leidenhöfer Hohl  18;35085;Ebsdorfergrund;;;;;Schule_firmen;;
7750;3855;;Frau;;Spindler;;Schulweg 20-22;35085;Ebsdorfergrund;;0642492249;;;Schule_personen;;
7751;3860;;;;;Grundschule Dreihausen;Schulweg 20-22;35085;Ebsdorfergrund;;;;;Schule_firmen;;
7752;3861;;;;;Grundschule Hachborn;Schulstraße 8 - 10;35085;Ebsdorfergrund;;;;;Schule_firmen;;
7753;3856;;Frau;;Ewert;;Schulstraße 8-10;35085;Ebsdorfergrund;;064246736;;;Schule_personen;;
7754;3857;;Frau;;Rutke;;Von-Stumm-Straße 2;35085;Ebsdorfergrund;;064244642;;;Schule_personen;;
7755;3862;;;;;Grundschule Rauischholzhausen;Von-Stumm-Straße 2;35085;Ebsdorfergrund;;;;;Schule_firmen;;
7756;3863;;;;;Grundschule Wittelsberg;Birkenweg 2;35085;Ebsdorfergrund;;;;;Schule_firmen;;
7757;3858;;Frau;;Kraut;;Birkenweg 2;35085;Ebsdorfergrund;;064241090;;;Schule_personen;;
7758;3864;;;;;Grundschule Am Burgberg;Dodenauer Str. 7;35088;Battenberg/Eder;;06452929930;;;Schule_firmen;;
7759;3865;;;;;Grundschule Dodenau;Talblick 12;35088;Battenberg;;064526445;;;Schule_firmen;;
7760;3870;;;;;Lindenschule Cölbe;Schlustraße 4;35091;Cölbe;;06421982013;;;Schule_firmen;;
7761;3871;;;;;Grundschule Bürgeln;Baumgartenstraße 12;35091;Cölbe;;;;;Schule_firmen;;
7762;3868;;Frau;;Fritsche;;Baumgartenstraße 12;35091;Cölbe;;06427586;;;Schule_personen;;
7763;3869;;Frau;;Lather;;Alte Poststraße 24;35091;Cölbe;;06427930851;;;Schule_personen;;
7764;3873;;;;;Grundschule Schönstadt;Alte Poststraße 24;35091;Cölbe;;;;;Schule_firmen;;
7765;3875;;;;;Otto-Ubbelohde-Schule Lahntal-Goßfelden;Otto-Ubbelohde-Weg 27;35094;Lahntal;;;;;Schule_firmen;;
7766;3876;;;;;Wichtelhäuser-Schule Sterzhausen;Schulstraße 4 - 6;35094;Lahntal;;;;;Schule_firmen;;
7767;3878;;;;;Grundschule Niederweimar;Herborner Straße 46;35096;Weimar;;;;;Schule_firmen;;
7768;3877;;Frau;;Hüwels;;Herborner Straße 46;35096;Weimar;;0642178097;;;Schule_personen;;
7769;3879;;;;;Grundschule Bottendorf;Frankenberger Straße 11;35099;Burgwald;;064518750;;;Schule_firmen;;
7770;3880;;;;;Grundschule Ernsthausen;Schulstraße 5;35099;Burgwald;;06457791;;;Schule_firmen;;
7771;3883;;Frau;;Holtus;;Schulstraße 19;35102;Lohra;;064621650;;;Schule_personen;;
7772;3884;;;;;Grundschule Lohra;Schulstraße 19;35102;Lohra;;;;;Schule_firmen;;
7773;3885;;;;;Grundschule Sachsenberg;Orker Straße 13;35104;Lichtenfels;;06454680;;;Schule_firmen;;
7774;3886;;;;;Mittelpunktschule Goddelsheim;Sachsenberger Straße 28;35104;Lichtenfels;;;;;Schule_firmen;;
7775;3888;;;;;Schule am Goldberg;Holzweg  8;35108;Allendorf (Eder);;;;;Schule_firmen;;
7776;3889;;;;;Kellerwaldschule Frankenau;Schulstraße 13;35110;Frankenau;;;;;Schule_firmen;;
7777;3891;;;;;Grundschule Fronhausen;Salzbödener Weg 2;35112;Fronhausen;;;;;Schule_firmen;;
7778;3890;;Frau;;Kausen;;Salzbödener Weg 2;35112;Fronhausen;;06426921053;;;Schule_personen;;
7779;3892;;;;;Grundschule Haina (Kloster);Frankenberger Straße 2;35114;Haina;;06456304;;;Schule_firmen;;
7780;3894;;;;;Schule unter den Linden Löhlbach;Frankenberger Straße 7;35114;Haina;;;;;Schule_firmen;;
7781;3895;;;;;Möllenbach-Schule;Schulstraße 13;35116;Hatzfeld;;;;;Schule_firmen;;
7782;3897;;;;;Grundschule Münchhausen;Schulweg 6-8;35117;Münchhausen;;;;;Schule_firmen;;
7783;3898;;;;;Nicolaus-Hilgermann-Schule;Lindenrain 2;35119;Rosenthal;;;;;Schule_firmen;;
7784;3900;;;;;Endenbergschule Breidenstein;Obere Haide 15;35216;Biedenkopf;;;;;Schule_firmen;;
7785;3901;;;;;Mittelpunktschule Wallau;Hallenbadstraße 8;35216;Biedenkopf;;;;;Schule_firmen;;
7786;3899;;Frau;;Weinandt;;Hainstraße 85;35216;Biedenkopf;;064615565;;;Schule_personen;;
7787;3902;;;;;Grundschule Biedenkopf;Hainstraße 85;35216;Biedenkopf;;;;;Schule_firmen;;
7788;3904;;;;;Mittelpunktschule Buchenau;Vor der Hardt;35232;Dautphetal;;;;;Schule_firmen;;
7789;3905;;;;;Mittelpunktschule Dautphetal;Lahnstraße 1;35232;Dautphetal;;;;;Schule_firmen;;
7790;3903;;Frau;;Eckel;;Schulstraße 4-6;35232;Dautphetal;;06468338;;;Schule_personen;;
7791;3906;;;;;Grundschule Holzhausen;Schulstraße 4 - 6;35232;Dautphetal;;;;;Schule_firmen;;
7792;3909;;;;;Mittelpunktschule Perftal Breidenbach;Schulstraße 3;35236;Breidenbach;;;;;Schule_firmen;;
7793;3910;;;;;Grundschule Oberdieten;Blumenstraße 8;35236;Breidenbach;;;;;Schule_firmen;;
7794;3908;;Frau;;Schmidt;;Auweg 26;35236;Breidenbach;;064657699;;;Schule_personen;;
7795;3911;;;;;Grundschule Wolzhausen;Auweg 26;35236;Breidenbach;;;;;Schule_firmen;;
7796;3912;;;;;Mittelpunktschule Oberes Perftal Steffenberg;Schulstraße 14;35239;Steffenberg;;;;;Schule_firmen;;
7797;3913;;Frau;;Hosemann;;Ringstraße 2;35260;Stadtallendorf;;064282835;;;Schule_personen;;
7798;3918;;;;;Grundschule Erksdorf/Hatzbach;Ringstraße 2;35260;Stadtallendorf;;;;;Schule_firmen;;
7799;3916;;Frau;;Beier;;Zur Schule 10-12;35260;Stadtallendorf;;064297208;;;Schule_personen;;
7800;3919;;;;;Grundschule Niederklein;Zur Schule 10 - 12;35260;Stadtallendorf;;;;;Schule_firmen;;
7801;3920;;;;;Grundschule 1 Stadtallendorf;Niederrheinische Straße 15;35260;Stadtallendorf;;;;;Schule_firmen;;
7802;3921;;;;;Grundschule Schweinsberg;Weidenhausen 2;35260;Stadtallendorf;;;;;Schule_firmen;;
7803;3917;;Frau;;Wagner;;Weidenhausen 2;35260;Stadtallendorf;;06429921715;;;Schule_personen;;
7804;3915;;Frau;;Wollner;;Heinrich-Schneider-Straße 48;35260;Stadtallendorf;;064287287;;;Schule_personen;;
7805;3922;;;;;Grundschule II Südschule Stadtallendorf;Heinrich-Schneider-Straße 48;35260;Stadtallendorf;;;;;Schule_firmen;;
7806;3927;;;;;Grundschule Großseelheim;Sonnenwiesenweg 2;35274;Kirchhain;;;;;Schule_firmen;;
7807;3924;;Frau;;Schenk;;Sonnenwiesenweg 2;35274;Kirchhain;;064221686;;;Schule_personen;;
7808;3928;;;;;Grundschule Anzefahr-Niederwald;Obergasse 20;35274;Kirchhain;;;;;Schule_firmen;;
7809;3923;;Frau;;Jennemann;;Obergasse 20;35274;Kirchhain;;064221715;;;Schule_personen;;
7810;3929;;;;;Grundschule Langenstein;Luchgasse 21;35274;Kirchhain;;;;;Schule_firmen;;
7811;3926;;Frau;;Heck-Schneider;;Luchgasse 21;35274;Kirchhain;;064222056;;;Schule_personen;;
7812;3932;;;;;Grundschule Mengsberg-Momberg;Zum Engelhain 13;35279;Neustadt-Mengsberg;;06692918912;;grundschule.me-mo@gmx.de;Schule_firmen;;
7813;3934;;;;;Grundschule Rauschenberg;Siedlungsstraße 25;35282;Rauschenberg;;;;;Schule_firmen;;
7814;3933;;Frau;;Pfrommer;;Siedlungsstraße 25;35282;Rauschenberg;;06425344;;;Schule_personen;;
7815;3935;;;;;Cornelia-Funke-Schule;Rosenthaler Straße 4;35285;Gemünden (Wohra);;;;;Schule_firmen;;
7816;3938;;;;;Grundschule Amöneburg;Petrus-Muskulus-Straße 1;35287;Amöneburg;;;;;Schule_firmen;;
7817;3939;;;;;St. Martin Schule Mardorf;Dorfgraben 2;35287;Amöneburg;;;;;Schule_firmen;;
7818;3941;;;;;Grundschule Wohra;Halsdorfer Straße 3;35288;Wohratal;;;;;Schule_firmen;;
7819;3942;;;;;Mittelpunktschule Wohratal;Am Steinboß 8;35288;Wohratal;;;;;Schule_firmen;;
7820;3943;;;;;Grundschule Sonnenberg;Heidestraße 20;35305;Grünberg;;064013462;;;Schule_firmen;;
7821;3944;;;;;Schule am Diebsturm;Schulstraße  6;35305;Grünberg;;;;;Schule_firmen;;
7822;3946;;;;;Grundschule Homberg;Hochstraße 11;35315;Homberg (Ohm);;06633814;;;Schule_firmen;;
7823;3948;;;;;Ev. Grundschule Freienseen;Oberseener Weg 9;35321;Laubach;;06405950450;;;Schule_firmen;;
7824;3950;;;;;Evangelische Grundschule mit Förderstufe in Freienseen;Oberseener Weg 9;35321;Laubach;;;;;Schule_firmen;;
7825;3949;;;;;Theodor-Heuss-Schule Laubach;Schmelzweg 3;35321;Laubach;;;;;Schule_firmen;;
7826;3953;;;;;Grundschule Oberes Ohmtal;Schillerstraße 60;35325;Mücke;;;;;Schule_firmen;;
7827;3951;;;;;Grundschule Oberes Ohmtal;Schillerstraße 60;35325;Mücke;;064005415;;;Schule_firmen;;
7828;3952;;;;;Grundschule Kunterbunt;Rathausgasse 24;35325;Mücke;;0640090156;;;Schule_firmen;;
7829;3955;;;;;Grundschule Ulrichstein;Marktstraße 24;35327;Ulrichstein;;06645501;;;Schule_firmen;;
7830;3956;;;;;Schlossbergschule Ulrichstein;Marktstraße 24;35327;Ulrichstein;;06645501;;;Schule_firmen;;
7831;3957;;;;;Pestalozzischule Gemünden;Lindenweg 1;35329;Gemünden;;;;;Schule_firmen;;
7832;3960;;;;;Grundschule Rödgen;Großen-Busecker-Straße 20;35394;Gießen;;064142929;;;Schule_firmen;;
7833;3963;;;;;Korczak-Schule;Alter Steinbacher Weg 24;35394;Gießen;;;;;Schule_firmen;;
7834;3964;;;;;Georg-Büchner-Schule;Egerländer Straße 5;35396;Gießen;;;;;Schule_firmen;;
7835;3966;;;;;Käthe-Kollwitz-Schule Gießen;Spitzwegring 131;35396;Gießen;;06413062539;;info@kaethe-kollwitz.giessen.schulverwaltung.hessen.de;Schule_firmen;;
